No,Region,Department ,Section,User,Shopping Cart,Requisition Number,Tender Creator,Procurement Type,Tender ID,eGP Tender Reference,KenGen Tender Reference,Tender Description,Tender Advert Date,Tender Closing Date,Tender Closing Time,Tender Opening Committee,Tender Evaluation Committee,Tender Evaluation Duration(30/21 Days),Tender Validity Expiry Date,Contract Creator,LOA (Letter of Award status),e-Contract Status,e-Purchase order No,SAP purchase order No,Estimated
1,Eastern,Operations,Sondu E-Plant,Frank Ombongi,,EPS/382/REQ/2025-26/1,Valary Chelagat,Tender,Tender ID : 38,KENGEN/197/0001/2025-26,KGN-SONDU-017-2025,"Tender for Design and Supply of Stator Coils, Installation, Rewinding, Testing and Commissioning of Unit 1 Generator at Sondu Miriu Hydro Power Station.",9th September 2025,25th October 2025 ,10.00 a.m,,,,,Willkister Nyangweso,"Draft, L",Contract Draft,,,150000000
